trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1020,True,"{'a': 0, 'e': 0}",25,0,-67.85582326434097,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
1021,True,"{'a': 0, 'e': 0}",30,7,-7.7285570668087225,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
1022,True,"{'a': 0, 'e': 0}",25,0,21.333678256362546,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1023,True,"{'a': 0, 'e': 0}",20,3,10.753705049295275,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1024,True,"{'a': 0, 'e': 0}",25,0,39.17419562492978,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1025,True,"{'a': 0, 'e': 0}",20,0,-32.659701263085665,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1026,True,"{'a': 0, 'e': 0}",30,24,9.539262405566596,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,True,"{'a': 0, 'e': 0}",30,0,-31.366292877138573,"{0: 26, 1: 1, 2: 0, 3: 3, 4: 0}",0
1028,True,"{'a': 0, 'e': 0}",30,13,0.532925417240135,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1029,True,"{'a': 0, 'e': 0}",30,9,-9.560271816143915,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
1030,True,"{'a': 0, 'e': 0}",25,0,25.959960137079875,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1031,True,"{'a': 0, 'e': 0}",25,0,17.844215727910967,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1032,True,"{'a': 0, 'e': 0}",20,0,21.502291056598573,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1033,True,"{'a': 0, 'e': 0}",20,0,-82.00274185169116,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
1034,True,"{'a': 0, 'e': 0}",20,0,-3.035944632039379,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1035,True,"{'a': 0, 'e': 0}",20,0,17.586317412825462,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1036,True,"{'a': 0, 'e': 0}",20,0,-26.345291502131982,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1037,True,"{'a': 0, 'e': 0}",20,2,20.18950665456497,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1038,True,"{'a': 0, 'e': 0}",20,0,20.624985328575626,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1039,True,"{'a': 0, 'e': 0}",20,0,20.482746733444564,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1040,True,"{'a': 0, 'e': 0}",25,0,14.800254994584472,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
1041,True,"{'a': 0, 'e': 0}",30,0,-25.799545773477554,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
1042,True,"{'a': 0, 'e': 0}",25,0,-52.23325225426534,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
1043,True,"{'a': 0, 'e': 0}",25,0,-151.15096873778262,"{0: 19, 1: 2, 2: 0, 3: 0, 4: 4}",0
1044,True,"{'a': 0, 'e': 0}",30,0,-92.24971106553203,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 3}",0
1045,True,"{'a': 0, 'e': 0}",20,0,-6.119820715694839,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1046,True,"{'a': 0, 'e': 0}",25,0,-27.034212973780466,"{0: 20, 1: 2, 2: 2, 3: 1, 4: 0}",0
1047,True,"{'a': 0, 'e': 0}",20,0,-46.74439002003395,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
1048,True,"{'a': 0, 'e': 0}",20,0,-16.36358741506734,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1049,True,"{'a': 0, 'e': 0}",25,0,-15.629773938713194,"{0: 23, 1: 0, 2: 0, 3: 2, 4: 0}",0
1050,True,"{'a': 0, 'e': 0}",20,0,0.2962938740251613,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1051,True,"{'a': 0, 'e': 0}",25,0,-13.122517375302449,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1052,True,"{'a': 0, 'e': 0}",30,0,-62.96420066825347,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 2}",0
1053,True,"{'a': 0, 'e': 0}",20,0,19.511462772275173,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1054,True,"{'a': 0, 'e': 0}",30,0,-20.88822906431757,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
1055,True,"{'a': 0, 'e': 0}",25,0,-38.540901079575576,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
1056,True,"{'a': 0, 'e': 0}",20,0,-41.07105893116769,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
1057,True,"{'a': 0, 'e': 0}",35,10,-6.144949841799212,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",1
1058,True,"{'a': 0, 'e': 0}",25,0,-15.077142906430057,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1059,True,"{'a': 0, 'e': 0}",25,0,8.860095335563454,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1060,True,"{'a': 0, 'e': 0}",25,0,-18.570328521376826,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1061,True,"{'a': 0, 'e': 0}",25,0,-23.906725522234524,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 1}",0
1062,True,"{'a': 0, 'e': 0}",20,0,12.46391742028589,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1063,True,"{'a': 0, 'e': 0}",30,0,-143.13053267221397,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 4}",0
1064,True,"{'a': 0, 'e': 0}",35,0,-10.846111400791045,"{0: 33, 1: 0, 2: 1, 3: 0, 4: 1}",0
1065,True,"{'a': 0, 'e': 0}",25,0,-9.639214415493422,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1066,True,"{'a': 0, 'e': 0}",20,0,-73.34815416411149,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
1067,True,"{'a': 0, 'e': 0}",30,0,10.116586607808937,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
1068,True,"{'a': 0, 'e': 0}",20,10,19.997081429644858,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1069,True,"{'a': 0, 'e': 0}",20,0,-74.92274015773278,"{0: 16, 1: 0, 2: 1, 3: 2, 4: 1}",0
1070,True,"{'a': 0, 'e': 0}",20,0,-27.230591695446993,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1071,True,"{'a': 0, 'e': 0}",25,15,8.778770544073371,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1072,True,"{'a': 0, 'e': 0}",20,0,-21.823956783144776,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1073,True,"{'a': 0, 'e': 0}",20,0,-68.24656510636629,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",0
1074,True,"{'a': 0, 'e': 0}",30,0,-30.798453322927386,"{0: 28, 1: 0, 2: 0, 3: 1, 4: 1}",0
1075,True,"{'a': 0, 'e': 0}",30,6,19.097142570453123,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
1076,True,"{'a': 0, 'e': 0}",20,9,-9.134839235641023,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1077,True,"{'a': 0, 'e': 0}",20,0,-66.75602623665603,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
1078,True,"{'a': 0, 'e': 0}",25,0,11.911164916244475,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1079,True,"{'a': 0, 'e': 0}",20,0,-15.730695771765655,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
1080,True,"{'a': 0, 'e': 0}",20,0,-5.837760097607128,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1081,True,"{'a': 0, 'e': 0}",30,0,20.165351847685283,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",0
1082,True,"{'a': 0, 'e': 0}",20,0,-62.12559614353702,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 1}",0
1083,True,"{'a': 0, 'e': 0}",30,0,-100.19092442888707,"{0: 23, 1: 1, 2: 2, 3: 3, 4: 1}",0
1084,True,"{'a': 0, 'e': 0}",20,0,-18.394854843201774,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",0
1085,True,"{'a': 0, 'e': 0}",25,0,-35.41042311094065,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",0
1086,True,"{'a': 0, 'e': 0}",25,0,13.571506790579361,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
1087,True,"{'a': 0, 'e': 0}",25,0,17.585440718769668,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1088,True,"{'a': 0, 'e': 0}",30,0,-30.726411366995634,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
1089,True,"{'a': 0, 'e': 0}",25,0,-53.83518493452072,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
1090,True,"{'a': 0, 'e': 0}",20,0,-19.498374179420203,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1091,True,"{'a': 0, 'e': 0}",20,0,6.282696959583435,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1092,True,"{'a': 0, 'e': 0}",25,0,-107.10941769838927,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
1093,True,"{'a': 0, 'e': 0}",20,0,-64.74737318854571,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
1094,True,"{'a': 0, 'e': 0}",20,0,-57.11458425034842,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
1095,True,"{'a': 0, 'e': 0}",25,12,20.073829203583518,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1096,True,"{'a': 0, 'e': 0}",25,10,-36.87518768829178,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
1097,True,"{'a': 0, 'e': 0}",20,0,-32.44337180032451,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 1}",0
1098,True,"{'a': 0, 'e': 0}",25,0,27.674268783861084,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1099,True,"{'a': 0, 'e': 0}",20,0,-29.14026709986974,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1100,True,"{'a': 0, 'e': 0}",20,0,13.620334666626546,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1101,True,"{'a': 0, 'e': 0}",25,0,30.300088634734884,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1102,True,"{'a': 0, 'e': 0}",25,0,6.802840023785035,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
1103,True,"{'a': 0, 'e': 0}",20,11,14.006311727284148,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1104,True,"{'a': 0, 'e': 0}",20,0,-40.41436579633367,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
1105,True,"{'a': 0, 'e': 0}",25,0,17.073980487154746,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1106,True,"{'a': 0, 'e': 0}",20,0,-29.09087792105033,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
1107,True,"{'a': 0, 'e': 0}",30,9,-14.048207732949852,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
1108,True,"{'a': 0, 'e': 0}",20,0,-2.2231429462151104,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
1109,True,"{'a': 0, 'e': 0}",20,0,-66.97529232299813,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
1110,True,"{'a': 0, 'e': 0}",30,0,-35.4255671231428,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 1}",0
1111,True,"{'a': 0, 'e': 0}",30,0,10.060214997320987,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
1112,True,"{'a': 0, 'e': 0}",25,0,-113.36511379282973,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 3}",0
1113,True,"{'a': 0, 'e': 0}",20,0,27.365764134589128,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1114,True,"{'a': 0, 'e': 0}",30,0,-72.17754056766259,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 2}",0
1115,True,"{'a': 0, 'e': 0}",25,0,-36.646815452443526,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
1116,True,"{'a': 0, 'e': 0}",25,0,-50.54987243850019,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
1117,True,"{'a': 0, 'e': 0}",25,0,4.920374616703015,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
1118,True,"{'a': 0, 'e': 0}",35,0,-1.0342302291950407,"{0: 34, 1: 0, 2: 0, 3: 0, 4: 1}",0
1119,True,"{'a': 0, 'e': 0}",25,0,2.1367965512292546,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1120,True,"{'a': 0, 'e': 0}",25,0,-62.512729387715844,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 2}",0
1121,True,"{'a': 0, 'e': 0}",25,0,-0.9946344057858081,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1122,True,"{'a': 0, 'e': 0}",25,0,36.8474685331746,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1123,True,"{'a': 0, 'e': 0}",25,0,30.74649159791921,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1124,True,"{'a': 0, 'e': 0}",25,0,-111.66399431598398,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
1125,True,"{'a': 0, 'e': 0}",30,0,-116.6589168038216,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 3}",0
1126,True,"{'a': 0, 'e': 0}",20,0,-35.38872725766178,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
1127,True,"{'a': 0, 'e': 0}",20,16,6.060314827344261,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1128,True,"{'a': 0, 'e': 0}",20,0,-22.560419081882472,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
1129,True,"{'a': 0, 'e': 0}",20,0,-15.906082065825526,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1130,True,"{'a': 0, 'e': 0}",20,0,-10.999876235339649,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
1131,True,"{'a': 0, 'e': 0}",25,0,-14.255349170486056,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
1132,True,"{'a': 0, 'e': 0}",20,4,-21.36672002986051,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
1133,True,"{'a': 0, 'e': 0}",20,0,22.954299380628715,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1134,True,"{'a': 0, 'e': 0}",20,0,23.315827503617133,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1135,True,"{'a': 0, 'e': 0}",25,0,9.826676564024599,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
1136,True,"{'a': 0, 'e': 0}",25,0,15.904578867943643,"{0: 22, 1: 3, 2: 0, 3: 0, 4: 0}",0
1137,True,"{'a': 0, 'e': 0}",30,0,-101.74917420335845,"{0: 25, 1: 1, 2: 1, 3: 0, 4: 3}",0
1138,True,"{'a': 0, 'e': 0}",25,14,3.856826290336843,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1139,True,"{'a': 0, 'e': 0}",25,0,-51.7469192986511,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 2}",0
1140,True,"{'a': 0, 'e': 0}",35,0,-62.751242891737334,"{0: 30, 1: 0, 2: 3, 3: 1, 4: 1}",0
1141,True,"{'a': 0, 'e': 0}",20,0,13.628006998010838,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
